video_id,page_url,author_id,author_name,author_profile_url,desc_text,publish_time_raw,publish_time_std,like_count_raw,comment_count_raw,share_count_raw,like_count,comment_count,share_count,collect_count,hashtag_list,hashtag_count,cover_url,music_name,duration_sec,source_entry,match_type,confidence,selected_reason,is_primary_match,matched_object_id,crawl_time
7623572595511061425,https://www.douyin.com/video/7623572595511061425,7443720862077633594,昆昆爱成长,https://www.douyin.com/user/self?from_nav=1,"13天养成10睡6起！五个步骤，不逼自己（下）

我是打算这辈子都不do脸的人 我怕疼 那保持美丽和健康性价比最高的方式就是早睡了！
如果不是是我自己用13天养成的 我也没有这么多的笃定
正是自己试过之后觉得太神奇了 真心希望每个宝子都学会！
这种好处只有你试过才知道！
别人说再多都是辅助你
希望我的辅助有点用
没有分享早睡视频的日子
我依然会早睡
因为身体是我自己的
我爱我自己
我为自己负责
#早睡 #熬夜 #拖延 #焦虑 #女性智慧",0,,19135,789,4913,2,,1310613,,"['早睡', '熬夜', '拖延', '焦虑', '女性智慧']",5,https://p9-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1777496400&x-signature=94c09tBPPdvX4utvmAXHNqbSX%2BM%3D&from=327834062,,,manual_url,exact,high,exact_video_id_match,True,7623572595511061425,2026-04-16 05:10:03.153112
7628896332375149860,https://www.douyin.com/video/7628896332375149860,643686173513364,火山引擎,https://www.douyin.com/user/self?from_nav=1,,0,,45,0,0,,,,,[],0,https://p3-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1777496400&x-signature=M92yPXo4sxZZHb3O4HmYPeR6Jzo%3D&from=327834062,,,manual_url,exact,high,exact_video_id_match,True,7628896332375149860,2026-04-16 05:10:11.064476
7616583550904700210,https://www.douyin.com/video/7616583550904700210,4116986586733447,BigShot英语,https://www.douyin.com/user/self?from_nav=1,#英语#英语口语#英语听力#英语启蒙#青年创作者成长计划,0,,6966,130,318,1166,,318,,"['英语', '英语口语', '英语听力', '英语启蒙', '青年创作者成长计划']",5,https://p3-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1777496400&x-signature=M92yPXo4sxZZHb3O4HmYPeR6Jzo%3D&from=327834062,,,manual_url,exact,high,exact_video_id_match,True,7616583550904700210,2026-04-16 05:10:20.755222
7627333730952105252,https://www.douyin.com/video/7627333730952105252,1567264235070988,Dan Koe,https://www.douyin.com/user/self?from_nav=1,,0,,6405,51,869,,,,,[],0,https://p3-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1777496400&x-signature=M92yPXo4sxZZHb3O4HmYPeR6Jzo%3D&from=327834062,,,manual_url,exact,high,exact_video_id_match,True,7627333730952105252,2026-04-16 05:10:34.741601
7611847988500125605,https://www.douyin.com/video/7611847988500125605,251114195005709,黑泡泡频道,https://www.douyin.com/user/self?from_nav=1,霉霉和侃爷的beef档案#taylorswift #kanye #霉霉 #音乐 #来汽水听宝藏歌单,0,,127924,2161,9138,194,,9138,,"['taylorswift', 'kanye', '霉霉', '音乐', '来汽水听宝藏歌单']",5,https://p3-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1777496400&x-signature=M92yPXo4sxZZHb3O4HmYPeR6Jzo%3D&from=327834062,,,manual_url,exact,high,exact_video_id_match,True,7611847988500125605,2026-04-16 05:10:45.104344
7626740327148117611,https://www.douyin.com/video/7626740327148117611,2277841665529404,亲切的拓子,https://www.douyin.com/user/self?from_nav=1,找对象，一定要会看着六点 #颜值遗传,0,,659,43,219,222,,219,,['颜值遗传'],1,https://p3-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1777496400&x-signature=M92yPXo4sxZZHb3O4HmYPeR6Jzo%3D&from=327834062,,,manual_url,exact,high,exact_video_id_match,True,7626740327148117611,2026-04-16 05:11:17.006071
7624522301232418083,https://www.douyin.com/video/7624522301232418083,96380964853,英语Snow老师,https://www.douyin.com/user/self?from_nav=1,,0,,58293,495,4976,472,,4976,,[],0,https://p3-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1777496400&x-signature=M92yPXo4sxZZHb3O4HmYPeR6Jzo%3D&from=327834062,,,manual_url,exact,high,exact_video_id_match,True,7624522301232418083,2026-04-16 05:11:29.485443
7626377731357314314,https://www.douyin.com/video/7626377731357314314,1349844149221230,爱说英语的福安,https://www.douyin.com/user/self?from_nav=1,就这么一不小心学会了！该死！#爱说英语的福安 #英语听力 #学英语有方法 #青年创作者成长计划 #英语课,0,,142538,672,13756,818,672,13756,,"['爱说英语的福安', '英语听力', '学英语有方法', '青年创作者成长计划', '英语课']",5,https://p3-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1777496400&x-signature=M92yPXo4sxZZHb3O4HmYPeR6Jzo%3D&from=327834062,,,manual_url,exact,high,exact_video_id_match,True,7626377731357314314,2026-04-16 05:12:11.506184
7628617795365915955,https://www.douyin.com/video/7628617795365915955,7626321915694941243,Volka English,https://www.douyin.com/user/self?from_nav=1,"Easy Nature English | Describe the World Around You (Comprehensible Input Vlog)
#volkaenglish  #英语  #英语学习  #英语母语者  #英语口语",0,,6412,49,479,,,,,"['volkaenglish', '英语', '英语学习', '英语母语者', '英语口语']",5,https://p3-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1777496400&x-signature=M92yPXo4sxZZHb3O4HmYPeR6Jzo%3D&from=327834062,,,manual_url,exact,high,exact_video_id_match,True,7628617795365915955,2026-04-16 05:12:49.977528
7605752547445411106,https://www.douyin.com/video/7605752547445411106,1014180958446636,做宁的书虫,https://www.douyin.com/user/self?from_nav=1,今年最后一次大制作，熬了4个大夜，为你深度解读“人这一生不能不读的世界名著”第6期：《堂吉诃德》。我们有梦，就大胆地去做梦吧。做那个挑战风车的傻子，鲁莽也比怯懦更接近勇敢。虽然迄今所有的人生都大写着失败，但不妨碍我们继续向前！因为，理想主义永远不会被现实招安。要看一个人有没有被生活打败，那就看他还会不会做梦，做那些年少轻狂的梦。梦到那个不顾一切想要去改变世界、想要挑战不可能、想要为了理想撞得头破血流也不回头的自己。相信人活着不应该只是为了自己吃饱穿暖，还应该为了某种超越个人的东西而活。#抖音年味新知贺岁  #马年说马事 #马年知识已经安排上了 #读书 #好书分享,0,,59477,792,4477,,,,,"['抖音年味新知贺岁', '马年说马事', '马年知识已经安排上了', '读书', '好书分享']",5,https://p3-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1777496400&x-signature=M92yPXo4sxZZHb3O4HmYPeR6Jzo%3D&from=327834062,,,manual_url,exact,high,exact_video_id_match,True,7605752547445411106,2026-04-16 05:13:02.963157
7604675047747259658,https://www.douyin.com/video/7604675047747259658,96053920417,小白debug,https://www.douyin.com/user/self?from_nav=1,跟MCP|Workflow|Command|Prompt有什么关系？ #程序员 #编程 #MCP #ai新星计划  #抖音年味新知贺岁,0,,37426,790,6955,130,,6955,,"['程序员', '编程', 'MCP', 'ai新星计划', '抖音年味新知贺岁']",5,https://p9-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1777496400&x-signature=94c09tBPPdvX4utvmAXHNqbSX%2BM%3D&from=327834062,,,manual_url,exact,high,exact_video_id_match,True,7604675047747259658,2026-04-16 05:13:37.836344
7613765506755087656,https://www.douyin.com/video/7613765506755087656,83565446451,林粒粒呀,https://www.douyin.com/user/self?from_nav=1,"Windows系统+接入飞书，手把手带你避坑
如果想看mac版/云端版OpenClaw安装教程，欢迎留言！
#AI新星计划 #OpenClaw #AI #人工智能",0,,266540,15568,69323,,,,,"['AI新星计划', 'OpenClaw', 'AI', '人工智能']",4,https://p3-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1777496400&x-signature=M92yPXo4sxZZHb3O4HmYPeR6Jzo%3D&from=327834062,,,manual_url,exact,high,exact_video_id_match,True,7613765506755087656,2026-04-16 05:14:01.026615
7627031724655922484,https://www.douyin.com/video/7627031724655922484,1201115480466887,郝奕会客厅,https://www.douyin.com/user/self?from_nav=1,#郝奕会客厅 #法医 #刘良 #访谈 #视频播客扶持计划,0,,1427844,33,707670,,,,,"['郝奕会客厅', '法医', '刘良', '访谈', '视频播客扶持计划']",5,https://p3-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1777496400&x-signature=M92yPXo4sxZZHb3O4HmYPeR6Jzo%3D&from=327834062,,,manual_url,exact,high,exact_video_id_match,True,7627031724655922484,2026-04-16 05:14:20.620339
7621141530262179099,https://www.douyin.com/video/7621141530262179099,84492244869,papi酱,https://www.douyin.com/user/self?from_nav=1,#飞书 #安克AI录音豆,0,,939957,18836,663638,,,,,"['飞书', '安克AI录音豆']",2,https://p3-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1777496400&x-signature=M92yPXo4sxZZHb3O4HmYPeR6Jzo%3D&from=327834062,,,manual_url,exact,high,exact_video_id_match,True,7621141530262179099,2026-04-16 05:16:58.626262
7617896380653066853,https://www.douyin.com/video/7617896380653066853,7530180022875784251,南瓜资本,https://www.douyin.com/user/self?from_nav=1,有时候很抱歉自己为什么不是一个很厉害的、可以立刻给出很好建议的人#废话连篇系列 #INFP #考研,0,,3840,139,327,9,,22014704000503,,"['废话连篇系列', 'infp', '考研']",3,https://p3-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1777496400&x-signature=M92yPXo4sxZZHb3O4HmYPeR6Jzo%3D&from=327834062,,,manual_url,exact,high,exact_video_id_match,True,7617896380653066853,2026-04-16 05:17:25.295223
7599230984264879375,https://www.douyin.com/video/7599230984264879375,89984243780,马克的技术工作坊,https://www.douyin.com/user/self?from_nav=1,"📌 本视频带大家从零开始，把 Claude Code 从“尝鲜”工具变成真正的“生产力利器”。#claude #claudecode #ai #agent #llm

时间戳如下，方便大家跳转观看：
 
第一部分：环境搭建与基础交互
01:09 安装 Claude Code
01:43 登录与授权
02:55 第一个实战问题
03:12 三种模式详解 (默认/自动/规划)
 
第二部分：复杂任务处理与终端控制
06:00 执行终端命令 (Bash)
06:49 使用规划模式 (Plan Mode)
11:06 跳过所有权限检测 (dangerously-skip-permissions)
13:53 后台任务管理 (Background Tasks)
 
第三部分：多模态与上下文管理
15:35 版本回滚 (Rewind)
19:42 图片处理
21:09 安装 MCP Server (以 Figma 为例)
21:39 恢复历史会话 (Resume)
23:06 使用 MCP 工具还原设计稿
24:49 上下文压缩与清除
26:30 项目记忆文件 (CLAUDE.md)
 
第四部分：高级功能扩展与定制
29:46 Hook
33:16 Agent Skill
36:00 SubAgent
39:17 Skill 与 SubAgent 的区别
40:38 Plugin",0,,31877,766,3701,44,,3701,,"['claude', 'claudecode', 'ai', 'agent', 'llm']",5,https://p3-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1777496400&x-signature=M92yPXo4sxZZHb3O4HmYPeR6Jzo%3D&from=327834062,,,manual_url,exact,high,exact_video_id_match,True,7599230984264879375,2026-04-16 05:22:59.414366
7627399396702850340,https://www.douyin.com/video/7627399396702850340,1090355730318606,姜Dora在此,https://www.douyin.com/user/self?from_nav=1,#搞钱#唯品会419特卖节#我的春日搭子#姜Dora,0,,330244,5091,100159,,,,,"['搞钱', '唯品会419特卖节', '我的春日搭子', '姜Dora']",4,https://p9-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1777496400&x-signature=94c09tBPPdvX4utvmAXHNqbSX%2BM%3D&from=327834062,,,manual_url,exact,high,exact_video_id_match,True,7627399396702850340,2026-04-16 05:23:50.109207
7626773012901598607,https://www.douyin.com/video/7626773012901598607,2963879239094627,第二内核,https://www.douyin.com/user/self?from_nav=1,烂系统不会变好，你先别把命赔进去！教你三招清醒套利。 #职场真相 #老板思维 #人性博弈 #搞钱逻辑 #狠人进化论,0,,1084,47,522,,,,,"['职场真相', '老板思维', '人性博弈', '搞钱逻辑', '狠人进化论']",5,https://p3-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1777496400&x-signature=M92yPXo4sxZZHb3O4HmYPeR6Jzo%3D&from=327834062,,,manual_url,exact,high,exact_video_id_match,True,7626773012901598607,2026-04-16 05:24:19.122694
7597053646329131242,https://www.douyin.com/video/7597053646329131242,4119229776804686,TracyGogogo,https://www.douyin.com/user/self?from_nav=1,"因为工作后发现每天只有3小时…
#认知分享 #女性智慧 #情感共鸣 #成长哲学 #打工人",0,,14603,365,1248,9,,1248,,"['认知分享', '女性智慧', '情感共鸣', '成长哲学', '打工人']",5,https://p9-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1777496400&x-signature=94c09tBPPdvX4utvmAXHNqbSX%2BM%3D&from=327834062,,,manual_url,exact,high,exact_video_id_match,True,7597053646329131242,2026-04-16 05:24:39.420042
7601749398872443108,https://www.douyin.com/video/7601749398872443108,576620336787495,S.Y🐋,https://www.douyin.com/user/self?from_nav=1,{},1771063323,,1,2300,6125,1251,,48022804310633,,[],0,https://p3-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1777496400&x-signature=M92yPXo4sxZZHb3O4HmYPeR6Jzo%3D&from=327834062,,,manual_url,exact,high,exact_video_id_match,True,7601749398872443108,2026-04-16 05:25:45.670492
7599148871897353481,https://www.douyin.com/video/7599148871897353481,2622781355985863,3Blue1Brown,https://www.douyin.com/user/self?from_nav=1,#Transformer #大模型 #LLM #神经网络 #知识前沿派对,0,,5400,31,604,144,,604,,"['Transformer', '大模型', 'LLM', '神经网络', '知识前沿派对']",5,https://p3-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1777496400&x-signature=M92yPXo4sxZZHb3O4HmYPeR6Jzo%3D&from=327834062,,,manual_url,exact,high,exact_video_id_match,True,7599148871897353481,2026-04-16 05:27:08.558375
7627073101414649151,https://www.douyin.com/video/7627073101414649151,297310709624282,影鹿（叫我小鹿）,https://www.douyin.com/user/self?from_nav=1,希望大数据推给更多的女性和有需求的朋友#女性 #深度解析 #孙俪,0,,56376,2756,15592,1258,,15592,,"['女性', '深度解析', '孙俪']",3,https://p3-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1777496400&x-signature=M92yPXo4sxZZHb3O4HmYPeR6Jzo%3D&from=327834062,,,manual_url,exact,high,exact_video_id_match,True,7627073101414649151,2026-04-16 05:27:36.256533
